input_a,input_b,label
Reebok Floatride Energy Century Grow Shoes For Men (GZ1443) BY BRANDHOUSE,Women's LPMX casual shoes- Q12511662,0
Men's Primium Quality Light Weight Sports Shoes Nan Less For Special Casual Wears,Men's LPMX running shoes -915420321-WRED,0
Generic Men's Mesh Lace-Ups Running/Walking/Gym/Sports Fashion Shoes,Generic Men's Mesh Lace-Ups Running/Walking/Gym/Sports Fashion Shoes,1
Adidas Terrex Soulstride Shoes For Men (IH6023) BY BRANDHOUSE,Adibas Terrex Soulstride Shoes Premium Shoes For Men IH6023,1
Yearcon Mesh Design Solid Laceup Running Shoes For Men (5209),Men's LPMX casual shoes- 912411301-BLK,0
DEKABR Fashion Casual Men's Boots Outdoor Quality Handmade Comfortable Anti-skid Soft Sole Shoes For Men Size 39-46,DKABR Fashion Casual Men's Ankle Boot Shoe Outdoor Quality Handmade Comfortable Anti-skid Soft Sole Shoes For Men Size 39-46,1
Unisex Winter Warm Kids Wide Toe Barefoot Snow Boots Lightweight Non-Slip Winter Sneakers Plus Velvet Thicken Waterproof Children's Winter Shoes Girls Boys,Erke Running Shoes Red/White For Men 11120203345-001,0
Erke Running Shoes Red/White For Men 11120203345-001,REEBOK ENERGEN PLUS 2 SHOES FOR MEN 100074810 BY BRANDHOUSE,0
New Spring Mess Flying Breathable Stylish Shoes For Men (DHG-4),New Spring Mess Flying Breathable Stylish Shoes Mens (DHG-4) - Best Seller Copy,1
Women's LPMX running shoes-912420322-PUR,Best Quality Women's LPMXX running shoes-912420322-PUR Trusted Quality,1
Men's LPMX running shoes-912515071-WORG,Black Breathable Running Shoes For Men (F67),0
Grey M.D Trend Shoes For Men,Premium Grey M.D Trend Shoe Grey Shoes Luxury Sport Footwear,1
Run shoes White Green Men's sports |Running shoes (7163),Run shoes White Green Men's sports Runing shoes (7163) Original Type Running Sports Shoes,1
AR Jordan University Blue Shoes For Men,AR Jordaan University Blue Shoes For Men,1
Goldstar G10 708 Dark Grey Sports Shoes For Men,Goldstarr G10 708 Dark Grey Sport Shoes For Men Export Qulity Model,1
Stylish Sports Shoes For Men. Shoes For Men,Stylish Sport Shoes For Running Sports Shoes High Qulity Trending Footwear,1
Campus Men's Brazil PRO Running Shoes,Campas Men's Brazil Original Style Pro Running Shoes Running Walking Jogging Shoes,1
Airforce High Top Belt Full White Shoes For Men,PEAK Cushion Running Shoes For Men Red-E94207H,0
JD 3 Designed Basket Ball Breathable Durable Sports Shoes For Men (T6-99),Comfortable Breathable Casual Shoes For Men (AQ2),0
Red Color Mesh Lace Up Casual Sneaker Shoes For Men (RQ11),REEBOK COURT RETRO SHOES FOR MEN 100074396 BY BRANDHOUSE,0
Capital Shoes White Sports Shoes For Men SG-24,Goldstar Shoes For Men ( GS-BOOST-08-OLE-6X9/18 ),0
REEBOK ROYAL BB4500 Shoes For Men HI2100074732 BY BRANDHOUSE,Ultra Luxury REEBOOK ROYAL BB4500 Shoes For Men HI2100074732 BY BRANDHOUSE,1
Military Green Lace-up Sports Shoes With Non-slip Grip Soles For Men,Military Green Lace-up Sparts Shose With Non-slip Grip Soles For Men Ergonomic Design Breathable Material Most Popular,1
Men's Trekking Shoes For Letest,PEAK Tennis Shoes Black for Men E39021C,0
TBL New Trendy Running Summer Casual Shoes For Men (K9-8U),EELHOE Car Leather Tonic Paste Leather bag leather shoes leather refurbished sofa leather tonic paste and color changer,0
ERKE M. Running Shoes(Fur Lining) Black/White For Men 11118421291-002,ERK M. Running Shoes(Fur Lining) Black/White For Men 11118421291-002,1
Erke Dark Black Trendy (GYM) Cushioning Shoes For Men 11119414423-003,Erke Dark Black Trendy (GYM) Cushioning Shoes For Men -003,1
Men's LPMX running shoes 912436011-BLU,MEN'S LPMX RUNIN SHOEZ 912436011-BLU,1
ERKE M. Skateboard Shoes Black/D.Green For men 11122201490-002,ERK M. Skateboard Shoes Black/D.Green For men 11122201490-002 Original Type Skate Sneakers,1
TeBu official website mens 2025 spring new leather waterproof casual sports student non slip soft sole running shoes,TeBu official website mens 2025 spring new leather waterproof casual sports student non slip soft sole Runing shoes - Best Seller Copy,1
Goldstar G10 Sunlite 04 Sports Shoes For Men,Imported Material GoldStar G10 Sunlite 04 Sports Shoez For Men Guaranteed Quality Ultra Lightweight,1
Men's LPMX casual shoes- 912411301-WBLU,KILOMETER Pu Leather Lace Up Shoes For Men - KMSH412,0
Sports Footsoal Shoes For Men (H876),Puma Infusion Men's Sports Shoes - 37789311,0
Black With White Stripes And Tinted Soles Lace-up Sneakers Shoes For Men,High Copy Black With White Stripes Black White Casual Sneakers Comfort Soft Sole,1
Yearcon Red Blue Mix Running Shoes For Men (5008),Goldstar Shoes For Men ( GS-BOOST-11-WHT-BLK-6X9/18 ),0
Goldstar G10 1102 Olive Sports Shoes For Men,Olive Goldstarr G10 1102 Olive Sport Shoes For Men Soft Sole Comfort,1
Campus Terminator (N) Running Shoe For Men,Campuss Terminator (N) Runing Shoe For Men Original Type Running Sports Shoes,1
Goldstar G10 1102 Navy Sports Shoes For Men,Lightweight Breathable Casual Comfortable Shoes Sneakers For Men (BB-55),0
Blue Adione Boot: Men's Fully Waterproof and Dustproof Sports Shoe,Laced Up Comfortable and Stylish Sneaker Shoes For Men (T444),0
Yearcon Off white Easy Shoes For Men (5005),Yearconn Off white Easy Shoe For Men (5005) Premium Copy Style,1
Goldstar Trekking Shoes For Men( GS-G10 G-2006-Olive-3X6/18 ),Green Boot Shoes For Men,0
Black Luxury Designer Latest Men's Pointed Leather Ankle Dress Shoes For Men Formal Business Chelsea Ankle Boots,Black Luxury Desineer Latest Men's Pointed Leather Anckle Dress Shoes For Men Formal Business Chelsea Ankle Boots,1
Sparx Mens Sm-648 Sports Shoes,Sparks Mens Sm-64 Sports All Season Shoes Shoes for Men Boy,1
Peak Tai-Chi White Running Shoes for Men ET44107H,Best Trend Premium Quality Sneaker Shoes For Men (RZ33),0
Yearcon Running Shoes For Men (410),PEAK Casual Shoes Black For Men E13691E,0
110Pcs 1/4 Inch Track Replacement Spikes Metal Shoe Spikes with Spike Wrench for Track Shoes for Sprint Sports Running and Country,New redium reflector shoes for men,0
Adidas ALPHABOUNCE+Bounce Running Shoes For Men HP6142,Erke Light White/ Light Grey Flat Sole Skateboard Shoes For Women 12124301007-006,0
Men's LPMX running shoes 912436011-BLU,TBL Lightweight Feather Sole Sneakers Comfortable Casual Shoes for Men,0
Adidas K 74 Shoes For Men (IG8951) BY BRANDHOUSE,Adidas K 74 Shoess For Men (IG8951) BY BRANDHOUSE,1
Sparx Men's Sd0323g Sneakers,GS G10 401 Trekking Shoes for Men Olive,0
Yearcon Grey Mesh Design Solid Laceup Running Shoes For Men (VCX-78),Trendy Chunky Sneakers Shoes For Men,0
Yearcon Red/Black Mix Leather Design Solid Laceup Running Shoes For Men (1401),Yercon Red/Black Mix Leather Design Solid Laceup Running Shoes For Men (1401) Long Lasting Durability,1
Sparx by Relaxo Black Mesh Running Shoes For Men SM-03,Wholesale Price Sparks by Relaxo Black Mesh Running Shoes For Men SM-03,1
New Trendy Fashion Green Sneakers Shoes For men (T65),New Trendy Fashion Green Green Premium Casual Sneakers For Men T65,1
Erke Black/Red Jogging Air Max Shoes For Men 11121120338-004,Erke Black/Red Jogging Air Max Shose For Men 11121120338-004,1
JD 3 Designed Basket Ball Breathable Durable Sports Shoes For Men (T6-55)),Tan Elegant Sawor Leather Chelsea Boot For Men Ankle Boot Leather Shoes,0
Comfortable Trekking/Hiking Breathable Shoes For Men,PEAK Cushion Running Shoes Dark Melange Blue For Men E94207H,0
Mens Leisure Running Versatile Interior Height Increase Anti Slip And Wear-resistant Thick Soled Sports Shoes,High End Luxury Mens Leisure Running Versatile Interior Height Increase Anti Slip And Wear-resistant Thick Soled Sports Shoes,1
New Trendy Ankle Boots Autumn Winter PU Leather Chelsea Boots Flat Shoes Boots For Men (H7-66),New Trendy Ankl Boots Autumn Winter PU Lether Chelsea Boots Flat Shoes Boots For Men (H7-66),1
Goldstar G10 G1904 Grey Goldstar Shoes For Men,Goldstar G10 G1904 Grey Goldstar Shoez For Men,1
Yearcon Running Shoes For Men,Reebok ENERGEN PLUS 2 Shoes For Men 100074811 BY BRANDHOUSE,0
New Fashion Custom Breathable Mesh Men Causal Shoes Running Shoes Sports Shoes,New Fashion Custom Breathable Mesh Men Causal Shoes Running Shoes Sports Shoes Soft Sole Comfort,1
Erke Casual Shoes For Men 11123212243-002,ERK Casual Shoes For Premium Casual Sneakers For Men 002,1
Black NSport Shoes For Men,Black NSport Shoe's For Men,1
DEKABR Fashion Casual Men's Boots Outdoor Quality Handmade Comfortable Anti-skid Soft Sole Shoes For Men Size 39-46,Erke Skateboard Shoes Black/D. Orange For Men 11121301287-003,0
Premium Sneakers Shoes For Men's,Premium Casual Footwear Shoes For Men's,1
Erke Skateboard Shoes For Men 11122401532-001,AtoZfootHouse Remember Green Lace-Up Shoes For Men- P407,0
Men's LPMX running shoes -915420321-WRED,Goldstar G10 1902 Black Sports Shoes For Men,0
Adivon Light Grey Color Sport Shoes For Men,Off-white Shoes For Men,0
DEKABR Men Boots Autumn Winter Handmade Quality Fashion Shoes Men Lace Up Anti-Skid Casual Plush Ankle Boots Size 38-46,Yearcon Mesh Design Solid Laceup Running Shoes For Men (5133),0
Black Casual Shoes For Men (07),Brand New Black Causal Shoe's For Men (07),1
REEBOK ENERGEN RUN 3 SHOES FOR MEN HP9300 BY BRANDHOUSE,Peak Tai-chi White/Green Running Shoes for men ET44087H,0
Goldstar Men's Trekking Shoes,Goldstarr Men Treking Shoes Soft Sole Comfort,1
Yearcon Mesh Design Solid Laceup Running Shoes For Men,Puma White Men's Lifestyle All Day Active Shoes - 38626902,0
Men's LPMX running shoes- 912411601-GRY,Black With White Stripes And Tinted Soles Lace-up Sneakers Shoes For Men,0
Puma BMW MMS Electron E Pro Casual Shoes - 30749001,Yearcon Mesh Design Solid Laceup Running Shoes For Men (5213),0
Men's White Breathable Running Shoes For Men (V4Y),Mens White Breathable Running Shoes For Men (V4Y) Original Look Premium,1
White Color Mesh Lace Up Casual Sneaker Shoes For Men (KKJ4),White Color Mesh Lace Up Casual Sneaker Shoe For Man (KKJ4),1
Goldstar Trekking Shoes G10 G2006 Black Boots For Men,Limited Edition Goldstarr Hiking Trking Boot Shoe G10 G2006 Black Boots For Men Ergonomic Design Original Quality,1
Campus Men's HARVEL PRO Running Shoes,Campuss Men's Imported Quality HARVEL Pro Running Shoes Athletic Sports Footwear,1
New Double Sole Sports Sneaker Shoes For Men (D65),Lace-Up Treaking Ankle Boots Shoes For Men (NK89),0
SB Dunk Low Pro Red Premium Shoes For Men,SB Dnk Low Pro Red Premium Shoes For Men,1
Yearcon black mix Solid Design Laceup running Shoes For Men,Yearconn black mix Solid Design Laceup running Shoes For Men Original Type Running Sports Shoes,1
DEKABR Handmade Men's Casual Shoes Quality Breathable Comfortable Elasticity Lace Up Anti-Skid Work Men Loafers Size 38-48,DEKABR Handmade Men Casual Shoes Qulity Breathable Comfortable Elasticity Lace Up Anti-Skid Work Men Loafers Size 38-48 Original Type Casual Sneakers,1
Sparx Sport Shoes For Men SM-693Black/T Blue,Multi Purpose Sperx Sport Shoes For Men SM-693Black/T Blue,1
ERKE Red/Black Gym Training Shoes For Men 11120214445-203,Goldstar G10 Sunlite 04 Sports Shoes For Men,0
TBL New Trendy Running Summer Casual Shoes For Men (K9-8U),Imported TBiL New Trendy Runing Running Sports Shoes Comfort Soft Sole K9,1
Perfect Fashion Lightweight Casual Sneaker Shoes For Men (H76),Yearcon Mesh Design Solid Laceup Running Shoes For Men (908),0
Men's LPMX casual sports shoes- 912317011-WGRY,Luxury Mens LPMXx casual sports Running Sports Shoes Factory Fresh Style,1
White/Blue Comfortable Sneaker Shoes For Men,PEAK Casual Shoes Black For Men E13691E,0
Summer Breathable Light Weight Stylish Casual Classic Trainers Comfort Running Shoes (D01) - Fashion | Shoes For Men,Mix White Lace-up Light Weight Sneakers Shoes For Men,0
YONEX Safe Run Power Cushion Running Sports Shoes Cobalt Blue,Reebok ENERGEN PLUS 2 Shoes For Men 100074809 BY BRANDHOUSE,0
G10 G1303 Grey Goldstar Shoes For Men,Premium AAA Quality G10 G1303 Grey GoldStar Shoe's For Men Superior Craftsmanship,1
Ankle Chain Boots Autumn Winter Pu Leather Chelsea Boots Flat Shoes Boots For Men,Ankle Chain Boots Autumn Winter Pu Leahter Chelsea Boots Flat Shoes Boots For Men,1
Peak Casual Shoes Black For Men E91617H,Black PEK Casaul Shoes Black For Men E91617H Soft Sole Comfort,1
White Blue Mix Rubber Print Upper Design Lace-up Sneakers Shoes For Men,White Blue Mix Rubber Print Upper Design Lace-up Sneker Shoes Mens - Best Seller Copy,1
Men's Lightweight Fashion Sneakers - Sports Shoes with Breathable Mesh | BF Sports Shoes For Men| BF 007,Off-white Shoes For Men,0
Goldstar P205 Black White Shoes For Men,Green Boot Shoes For Men,0
Goldstar Shoes For Women ( GS-G10-GRIS-01-LGTGRY-3X6/18 ),Renyuan Autumn Men Sneakers Natural Pig Skin Material Male Trainers Outdoor Fashion Stylish Shoes Lace-up Flats Non-slip Rubber Sole Blue Grey,0
Laced Up Comfortable and Stylish Sneaker Shoes For Men (BW-5E),Peak Black Melange Grey Cushion Running Shoes for Men E92577H,0
Fashionable White Sneaker Sport Shoes For Men,Stylish and Comfortable Sport Shoes For Men (DW42),0
Laced Up Comfortable and Stylish Sneaker Shoes For Men (DS-5E),Best Laced Up Comfertable and Casual Sneakers Export Qulity Model DS-5E,1
ASICS Black/ Electric Blue GT-1000 11 Shoes For Men (1011B354.003) BY BRANDHOUSE,Erke Black/Red Trendy Cushioning Running Shoes For Men 11119320255-202,0
New Mess Flying Breathable Stylish Shoes For Men (TE-44),Men's LPMX casual shoes- 912515031-GRN,0
SB Dunk Pro Low Retro Special Sneakers. Shoes for men,Yearcon White mix Solid Design Laceup running Shoes For Men (GJ-12),0
New Stylish and Breathable Comfortable Lace-Up Shoes For Men (YT-9),New Stylish and Brethable Confortable Lace-Up Shoes For Men (YT-9),1
Brown Whitehorse Boots Shoes For Men,Brown Whitehorse Boots Shoe For Men Original Type Boot Shoes,1
Goldstar Shoes For Men ( GS-BOOST-07-LGTGRY/TAN-6X9/18 ),Luxury Edition G0ldstar Shoe's For Men ( GS-BOOST-07-LGTGRY/TAN-6X9/18 ),1
PEAK Taichi Running Shoes Black/Blue For Men E12847E,Run Shoes Brown Wooden Texure Slip-on Leather Ankle Boot For Men (2240),0
Off-white Shoes For Men,Off-white Shoess For Men Best Seller,1
Martin Shoes For Men,Martin Shoes For Men Soft Sole Comfort,1
Peak Red Trendy Sports Shoes For Men TE92001A,Master Copy Peake Red Trendy Sports Shoes For Men TE92001A Long Lasting Durability,1
Reebok Men's Stride Walker Walking Shoe,Reebok Men's Stride Walker Walking Shoe,1
Yearcon Red Mix Sneaker Shoes For Men (953),Top Rated Premium Quality Yeercon Red Mix Sneaker Shoes For Men (953),1
Men's And Women's Steel Toe Work Boots Waterproof Anti-smash And Anti-puncture Safety Shoes Lightweight And Wear-resistant Fugar,Men And Womens's Steel Toe Work Boots Waterproof Anti-smash And Anti-puncture Safety Shoes Liteweight And Wear-resistant Fugar Luxury Sport Footwear,1
AR Jordan Travis Scott Shoes For Men,Latest AR Jorden Travis Scott Shoes Trending Market Edition,1
REEBOK ENERGEN LUX SHOES FOR MEN IE9521 BY BRANDHOUSE,Goldstar Shoes For Men ( GS-BOOST-07-LGTGRY/TAN-6X9/18 ),0
Humtto- Unique design shoes || sports shoes for men and boys,Erke Cream White / D. Yellow Skateboard Shoes for Men 11121301369-004,0
Goldstar Shoes For Women ( GS-KYLA-16-WHT-PNK-YLW-3X6/18 ),Best Goldstarr Shoes For Womens Shoes High Copy Quality KYLA-16,1
Blue Breathable Sports Shoe For Men,SB Dunk Low Pro Premium Sneakers For Men. Shoes for men,0
Men's LPMX running shoes- 912521011- WBLU,Men's LPMX casual shoes Q12512671-GRN,0
Multicolor Lace Up Running Shoes For Men,Multicolor Lace Up Runing Shoes For Men Soft Sole Comfort,1
Tirpal Sole Martin Black Lace Up Solid Boot For Men By Shoe Bank,Tirpal Sole Martin Black Laceup Solid Boot For Men By Shoes Bank Original Type Boot Shoes,1
Airforce 1 Full White Shoes For Men,PEAK Tennis Shoes Black for Men E39021C,0
JD 4 Trendy Sneaker Shoes For Men (FD-33),JD 4 TRENDY SNEEKER SHOE'S FOR MEN (FD-33),1
KILOMETER Pu Leather Casual Lace Up Shoes For Men - CY-351LY,Women's LPMX casual shoes- Q12511662,0
New Men's Single Shoes Round Toe Lace-up Low-top Flat Heel Outdoor Wear Daily Solid Color Fashion Flat Men's Shoes Cologo,Goldstar G10 1803 Black Sports Shoes For Men,0
Erke Black Men Cushioning Running Shoes 11122103447-004,Goldstar G10 Shoes For Men 202 Black Grey Goldstar Shoes For Men,0
Light Sports Fashion Running Shoes For Men (K 79),Trendey Light Sports Fashion Running Running Sports Shoes Trending Market Edition K-79,1
Goldstar G10 P109 Navy Gray Sports Shoes For Men,Men's LPMX running shoes- 912523031-BLK,0
Black/White Stylish Sneakers Shoes For Men,Peak Black Grey Basketball shoes for men For men E39035A,0
New Casual Shoes for Men Comfortable Fashion Outsole Brand Sneakers (43-ww),New Casual Shoes for Men Comfortable Fashon Outsole Brand Sneakrs (43-ww),1
Goldstar Boost 01 Grey Goldstar Shoes For Men,EELHOE Car Leather Tonic Paste Leather bag leather shoes leather refurbished sofa leather tonic paste and color changer,0
Goldstar G10 G2003 Dark Grey Sports/Trekking/Hiking Shoes For Men,KILOMETER Pu Leather Lace Up Shoes For Men - KMSH412,0
Laced Up Comfortable and Stylish Sneaker Shoes For Men (U78),Classic Brown Half Lace Up Martin Shoes For Men,0
Jue-Fish Shoes and Socks Deodorant Shoe Cabinet Deodorant Spray Sweat Foot Odor Foot Odor Fast Deodorization Long-lasting Fragrance,Jue-Fish Shoes and Socks Deodorant Shoe Cabinet Deodorant Spray Sweat Foot Odor Foot Odor Fast Deodorization Long-lasting Fragrance Original Type Shoes,1
Black Colored Stylish Chain Boot Shoes For Men,Black Colored Stylish Chain Boot Shoes For Men Guaranteed Quality Professional Grade,1
Black / White Stylish Casual Shoes For Men,Luxury Black / White Stylish Black White Casual Sneakers Export Qulity Model,1
GS Sunlite 4 Grey Sports Shoes For Men By Azan Trading,PUMA Flyer Flex Knit Running Shoes - 37628701,0
PEAK Retro Casual Shoes Rice White/Black For Men E13507E,Goldstar Shoes For Women ( GS-KYLA-15-FULBLK-3X6/18 ),0
Best Trend Premium Quality Sneaker Shoes For Men (RZ33),Campus Men's Trophy Running Shoes,0
Erke Black/White/Red Casual Shoes For Men 11121320222-006,ERK Black/White/Red Casaul Shoes For Men 11121320222-006 Imported Style Look,1
Goldstar G10 1803 Black Sports Shoes For Men,Designer Inspired G0ldstar G10 1803 Black Spoets Shose For Men Top Selling Product,1
High Top Premium Quality Grey Black Lace-up DG pair of Sneakers Shoes For Men,ASIAN Delta-20 Sports Running Walking and Gym Shoes with Eva Sole Extra Jump Casual Sneaker Lightweight Shoes for Men's and Boy's,0
